input,output
[-200,-200,1,1],148453
[-456,-100,2,3],270995
[-464,77,3,3],168807
[-456,136,0,1],167424
[56,-196,3,1],129443
[144,-96,1,0],112662
[-88,-176,0,2],150225
[-388,-126,0,3],119240
[12,24,3,2],13000
[12,24,1,1],112258
[-240,-196,2,2],154500
[-240,-196,2,0],174088
[-540,-96,0,3],164442
[305,29,2,2],128562
[-140,94,3,0],54761
[-40,94,3,1],85768
[196,-58,2,0],93303
[280,-58,2,1],95470
[-140,-206,3,0],120443
